IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
576.0,45.697952,9.40619094,2020-10-06,279.0,21.0,11.0,0.525,,77.12,30.73,,12.46,1.255,1.9,S,0.000276,0.0,97500.0,7896000.0,67.1,81.84,95.41,1.364,3.159,S,866.1,28.84,2.401,0.2791,0.03557,3.712,1.978,5.7,0.5506,2.892,58.39,11.08,31.24,2.159,2.299,112.0,NA
576.0,45.697952,9.40619094,2020-10-07,279.0,12.0,6.0,0.4167,,63.43,26.16,,13.75,1.929,2.52,SW,3.116e-06,0.0,97470.0,13170000.0,37.31,68.88,92.7,3.486,4.776,SW,1592.0,38.04,2.374,0.2826,0.0358,3.702,1.976,5.768,0.5608,2.892,58.39,11.08,31.24,2.148,2.282,112.0,NA
576.0,45.697952,9.40619094,2020-10-08,279.0,15.0,8.0,0.4833,,79.5,33.02,,13.04,1.568,2.452,S,2.935e-06,0.0,98360.0,12830000.0,49.17,68.15,89.0,1.991,4.639,S,767.4,14.93,2.346,0.2866,0.03601,3.692,1.974,5.835,0.5711,2.892,58.39,11.08,31.25,2.136,2.265,112.0,NA
576.0,45.697952,9.40619094,2020-10-09,279.0,29.0,16.0,0.5375,,81.12,35.58,,12.98,1.279,1.966,S,1.388e-17,0.0,98410.0,9903000.0,58.76,79.97,96.54,1.023,2.291,SE,717.3,13.26,2.318,0.2909,0.03621,3.682,1.972,5.904,0.5815,2.892,58.48,11.07,31.25,2.125,2.248,112.0,NA
576.0,45.697952,9.40619094,2020-10-10,279.0,28.0,17.0,0.5625,,53.32,28.21,,13.02,1.357,1.902,S,0.003926,0.0,97940.0,10920000.0,66.07,84.5,99.7,1.413,2.976,W,1044.0,16.47,2.29,0.2956,0.0364,3.673,1.969,5.973,0.592,2.892,58.48,11.07,31.25,2.114,2.231,112.0,NA
576.0,45.697952,9.40619094,2020-10-11,279.0,8.0,4.0,0.375,,18.65,12.13,,11.28,1.219,2.144,S,0.006789,1.0,97420.0,5718000.0,63.13,81.92,91.08,1.664,2.872,N,767.6,79.75,2.261,0.3008,0.03657,3.663,1.967,6.042,0.6026,2.892,58.48,11.07,31.25,2.103,2.214,112.0,NA
576.0,45.697952,9.40619094,2020-10-12,279.0,14.0,8.0,0.4542,,64.04,26.61,,10.43,1.301,2.659,S,6.894e-05,0.0,97430.0,11930000.0,36.49,63.71,88.46,2.708,5.094,SW,1478.0,95.74,2.232,0.3063,0.03672,3.655,1.964,6.113,0.6134,2.892,58.48,11.07,31.25,2.091,2.197,112.0,NA
576.0,45.697952,9.40619094,2020-10-13,279.0,17.0,10.0,0.55,,93.57,36.94,,8.948,1.646,2.593,S,1.388e-17,0.0,97150.0,11930000.0,42.32,60.51,83.91,2.185,4.459,S,1121.0,18.71,2.203,0.3122,0.03686,3.646,1.961,6.186,0.6244,2.892,58.48,11.07,31.25,2.08,2.18,112.0,NA
576.0,45.697952,9.40619094,2020-10-14,279.0,22.0,13.0,0.575,,84.96,35.27,,9.329,1.319,1.85,S,0.0001263,0.0,97080.0,10260000.0,54.18,74.07,91.35,1.539,3.523,E,872.7,18.05,2.174,0.3185,0.03698,3.639,1.958,6.26,0.6356,2.892,58.48,11.07,31.25,2.069,2.163,112.0,NA
576.0,45.697952,9.40619094,2020-10-15,279.0,24.0,16.0,0.6583,,90.32,34.77,,8.552,1.395,2.126,SW,0.01822,1.0,96880.0,1917000.0,79.03,87.12,93.8,2.737,3.89,S,433.4,46.02,2.145,0.3252,0.03708,3.632,1.955,6.336,0.647,2.892,58.48,11.07,31.25,2.058,2.146,112.0,NA
576.0,45.697952,9.40619094,2020-10-16,279.0,21.0,13.0,0.6917,,89.34,29.72,,10.81,0.9059,1.849,SW,0.0006796,0.0,97420.0,8988000.0,61.13,76.83,91.05,1.768,3.303,SE,823.6,23.35,2.117,0.3322,0.03717,3.625,1.952,6.415,0.6588,2.892,58.48,11.06,31.25,2.053,2.139,112.0,NA
576.0,45.697952,9.40619094,2020-10-17,279.0,25.0,17.0,0.6167,,50.8,22.65,,9.198,1.358,1.816,S,7.546e-05,0.0,97690.0,10470000.0,65.78,83.77,97.47,1.36,2.585,N,810.0,21.4,2.088,0.3396,0.03724,3.62,1.949,6.496,0.6709,2.892,58.48,11.06,31.26,2.049,2.133,112.0,NA
576.0,45.697952,9.40619094,2020-10-18,279.0,36.0,25.0,0.65,,38.48,20.93,,10.97,0.985,1.46,SE,0.0007467,0.0,98210.0,7596000.0,73.29,83.12,94.92,1.208,2.067,SE,697.7,22.44,2.059,0.3474,0.03729,3.616,1.946,6.579,0.6833,2.892,58.57,11.06,31.26,2.044,2.126,112.0,NA
576.0,45.697952,9.40619094,2020-10-19,279.0,37.0,26.0,0.725,,74.22,31.4,,10.21,1.156,1.674,S,7.846e-05,0.0,98550.0,5464000.0,68.26,83.36,95.59,1.555,2.942,SE,603.6,26.77,2.03,0.3555,0.03732,3.612,1.943,6.666,0.6961,2.892,58.57,11.06,31.26,2.04,2.12,112.0,NA
576.0,45.697952,9.40619094,2020-10-20,279.0,36.0,24.0,0.7375,,92.02,34.29,,10.51,1.178,1.664,S,1.388e-17,0.0,98600.0,6592000.0,62.79,81.09,94.58,1.535,2.955,S,555.0,28.02,2.002,0.364,0.03734,3.61,1.94,6.755,0.7093,2.892,58.57,11.06,31.26,2.035,2.113,112.0,NA
576.0,45.697952,9.40619094,2020-10-21,279.0,35.0,23.0,0.8,,102.5,38.84,,11.52,1.119,1.648,S,1.755e-05,0.0,98520.0,6076000.0,71.51,84.3,94.49,1.627,2.788,S,517.0,35.73,1.974,0.3729,0.03734,3.609,1.937,6.848,0.7229,2.892,58.57,11.06,31.26,2.031,2.107,112.0,NA
576.0,45.697952,9.40619094,2020-10-22,279.0,31.0,19.0,0.7708,,107.0,37.43,,12.79,0.8323,1.656,S,0.0008041,0.0,98500.0,3122000.0,70.49,85.07,95.77,1.466,2.785,SW,270.6,23.29,1.947,0.3821,0.03732,3.609,1.934,6.945,0.7369,2.892,58.57,11.05,31.26,2.026,2.1,112.0,NA
576.0,45.697952,9.40619094,2020-10-23,279.0,36.0,21.0,0.7542,,78.67,31.84,,13.03,0.8116,1.249,E,0.0138,1.0,98130.0,1390000.0,89.33,93.38,98.27,1.584,2.859,E,234.2,25.18,1.919,0.3916,0.03728,3.611,1.931,7.046,0.7515,2.892,58.57,11.05,31.26,2.022,2.094,112.0,NA
576.0,45.697952,9.40619094,2020-10-24,279.0,32.0,18.0,0.7375,,53.89,25.69,,13.19,0.9763,1.618,S,0.0009281,1.0,97830.0,7244000.0,75.89,90.26,98.98,1.603,3.184,W,633.5,20.63,1.893,0.4015,0.03723,3.614,1.928,7.15,0.7666,2.892,58.57,11.05,31.26,2.017,2.087,112.0,NA
576.0,45.697952,9.40619094,2020-10-25,279.0,27.0,17.0,0.7375,,36.27,20.51,,12.17,1.228,1.765,S,0.001717,1.0,97650.0,6521000.0,73.25,86.82,98.7,1.775,3.781,SE,522.8,39.31,1.866,0.4118,0.03715,3.619,1.926,7.26,0.7822,2.892,58.57,11.05,31.26,2.013,2.08,112.0,NA
576.0,45.697952,9.40619094,2020-10-26,279.0,8.0,6.0,0.4333,,19.66,13.47,,12.53,2.941,4.589,E,0.04613,1.0,96790.0,1396000.0,85.57,91.42,98.97,4.36,6.653,E,654.9,108.5,1.841,0.4223,0.03706,3.625,1.924,7.374,0.7984,2.892,58.57,11.05,31.26,2.009,2.074,112.0,NA
576.0,45.697952,9.40619094,2020-10-27,279.0,12.0,9.0,0.5875,,64.76,28.75,,10.43,1.507,2.876,S,0.01483,0.0,97130.0,7534000.0,53.81,76.96,95.29,1.955,4.383,S,836.3,16.37,1.816,0.4332,0.03694,3.633,1.922,7.492,0.8152,2.892,58.57,11.05,31.27,2.004,2.067,112.0,NA
576.0,45.697952,9.40619094,2020-10-28,279.0,22.0,13.0,0.7167,,91.16,33.59,,9.317,1.587,2.028,S,3.894e-05,0.0,97910.0,9257000.0,56.73,80.21,97.2,1.974,3.628,SW,754.4,16.28,1.791,0.4445,0.03681,3.643,1.92,7.616,0.8326,2.892,58.57,11.05,31.27,2.0,2.061,112.0,NA
576.0,45.697952,9.40619094,2020-10-29,279.0,29.0,19.0,0.7958,,100.0,36.95,,10.24,1.407,1.891,S,2.754e-06,0.0,98090.0,8727000.0,60.84,82.9,98.54,1.468,2.693,S,590.9,16.45,1.767,0.4561,0.03666,3.655,1.919,7.746,0.8507,2.892,58.66,11.04,31.27,1.995,2.054,112.0,NA
576.0,45.697952,9.40619094,2020-10-30,279.0,37.0,24.0,0.8667,,107.0,38.36,,10.92,1.285,1.911,S,2.935e-06,0.0,98500.0,8785000.0,60.08,81.37,93.5,1.054,2.26,SE,445.8,13.27,1.744,0.4679,0.03648,3.669,1.917,7.881,0.8695,2.892,58.66,11.04,31.27,1.991,2.048,112.0,NA
576.0,45.697952,9.40619094,2020-10-31,279.0,58.0,37.0,0.9083,,72.24,34.29,,10.68,1.361,1.884,S,3.86e-06,1.0,98500.0,8471000.0,59.63,84.6,98.93,1.339,2.522,S,328.8,13.64,1.722,0.4802,0.03629,3.685,1.917,8.022,0.889,2.892,58.66,11.04,31.27,1.986,2.041,112.0,NA
576.0,45.697952,9.40619094,2020-11-01,279.0,44.0,29.0,0.8625,,44.2,23.38,,9.925,1.262,1.712,S,1.221e-05,1.0,98380.0,5593000.0,66.43,87.79,99.15,1.411,3.222,W,347.7,16.84,1.701,0.4927,0.03608,3.703,1.916,8.169,0.9092,2.892,58.66,11.04,31.27,1.982,2.035,112.0,NA
576.0,45.697952,9.40619094,2020-11-02,279.0,43.0,27.0,0.8917,,79.97,32.45,,11.53,1.032,1.537,S,1.832e-05,1.0,98440.0,7351000.0,70.41,87.43,98.46,1.179,2.223,S,433.5,15.73,1.68,0.5065,0.03583,3.725,1.916,8.327,0.9301,2.892,58.66,11.04,31.27,1.977,2.028,112.0,NA
576.0,45.697952,9.40619094,2020-11-03,279.0,56.0,29.0,0.8333,,76.93,35.88,,12.45,0.8635,1.565,S,6.71e-05,1.0,98470.0,5553000.0,73.32,88.87,99.74,0.8989,1.768,SW,347.9,15.72,1.66,0.5226,0.03554,3.753,1.915,8.502,0.9516,2.892,58.66,11.04,31.27,1.973,2.021,112.0,NA
576.0,45.697952,9.40619094,2020-11-04,279.0,69.0,39.0,0.9083,,100.6,34.32,,13.35,0.7571,1.252,SE,0.001256,1.0,98510.0,4904000.0,76.57,88.77,96.02,0.9485,1.926,S,364.3,25.91,1.641,0.5406,0.03521,3.786,1.914,8.692,0.9737,2.892,58.66,11.04,31.27,1.968,2.015,112.0,NA
576.0,45.697952,9.40619094,2020-11-05,279.0,64.0,36.0,0.8917,,82.99,32.43,,13.21,0.9792,1.633,S,0.002592,1.0,99140.0,5760000.0,78.45,88.7,94.61,1.373,2.484,SE,507.3,18.16,1.622,0.5604,0.03484,3.823,1.913,8.895,0.9963,2.892,58.66,11.03,31.27,1.964,2.008,112.0,NA
576.0,45.697952,9.40619094,2020-11-06,279.0,63.0,35.0,0.8,,69.86,31.86,,12.51,0.8597,1.735,W,0.0003099,0.0,99300.0,4997000.0,72.97,86.32,97.4,1.378,3.428,S,683.1,16.58,1.603,0.5817,0.03444,3.864,1.912,9.11,1.02,2.892,58.66,11.03,31.27,1.959,2.002,112.0,NA
576.0,45.697952,9.40619094,2020-11-07,279.0,61.0,37.0,0.8917,,58.72,28.29,,10.28,1.412,2.08,S,1.84e-06,0.0,99110.0,8080000.0,67.44,86.11,99.43,1.356,2.831,S,463.1,17.39,1.585,0.6045,0.03401,3.909,1.91,9.336,1.043,2.892,58.66,11.03,31.27,1.955,1.995,112.0,NA
576.0,45.697952,9.40619094,2020-11-08,279.0,34.0,24.0,0.7292,,22.62,16.28,,9.825,1.425,1.932,S,0.0,0.0,98770.0,6851000.0,58.91,84.16,99.47,1.448,2.535,S,456.9,15.08,1.567,0.6284,0.03355,3.957,1.909,9.571,1.068,2.892,58.66,11.03,31.28,1.95,1.989,112.0,NA
576.0,45.697952,9.40619094,2020-11-09,279.0,44.0,28.0,0.8333,,88.58,33.63,,10.21,1.375,1.896,S,2.261e-06,0.0,98590.0,7565000.0,65.04,85.64,99.51,1.102,2.49,SE,538.9,13.42,1.55,0.6533,0.03306,4.008,1.907,9.814,1.092,2.892,58.75,11.03,31.28,1.946,1.982,112.0,NA
576.0,45.697952,9.40619094,2020-11-10,279.0,,,0.7333,,98.03,38.25,,9.868,1.299,2.004,S,6.643e-06,1.0,98670.0,6139000.0,74.72,90.67,99.58,0.9219,2.136,SE,408.6,12.8,1.533,0.679,0.03254,4.061,1.906,10.06,1.118,2.892,58.75,11.03,31.28,1.941,1.975,112.0,NA
576.0,45.697952,9.40619094,2020-11-11,279.0,65.0,49.0,0.3042,,69.92,33.02,,9.91,1.046,1.739,S,0.0006905,1.0,98690.0,5213000.0,81.76,92.75,99.68,1.41,2.937,E,499.3,29.29,1.517,0.7052,0.03201,4.116,1.905,10.32,1.143,2.892,58.75,11.03,31.28,1.937,1.969,112.0,NA
576.0,45.697952,9.40619094,2020-11-12,279.0,81.0,58.0,0.3333,,97.47,37.64,,9.796,0.9097,1.568,SE,0.0001466,1.0,98610.0,5744000.0,74.73,88.46,95.63,1.094,2.291,SE,706.1,18.22,1.5,0.7318,0.03145,4.173,1.903,10.58,1.17,2.892,58.75,11.03,31.28,1.933,1.962,112.0,NA
576.0,45.697952,9.40619094,2020-11-13,279.0,84.0,60.0,0.3625,,107.4,35.62,,8.784,1.022,1.504,S,0.0002675,1.0,98670.0,3892000.0,77.03,90.76,98.59,1.214,2.361,SE,389.8,20.87,1.485,0.7585,0.03088,4.23,1.902,10.84,1.197,2.892,58.75,11.02,31.28,1.928,1.956,112.0,NA
576.0,45.697952,9.40619094,2020-11-14,279.0,84.0,62.0,0.3125,,56.24,29.5,,9.237,0.9505,1.533,S,3.725e-06,1.0,98670.0,4269000.0,74.53,89.1,99.74,0.9709,2.056,SE,389.6,19.24,1.469,0.7852,0.0303,4.288,1.901,11.1,1.224,2.892,58.75,11.02,31.28,1.924,1.949,112.0,NA
576.0,45.697952,9.40619094,2020-11-15,279.0,61.0,50.0,0.2417,,26.62,20.27,,9.014,1.017,1.543,S,0.0005486,1.0,98370.0,5145000.0,71.89,87.77,99.83,1.288,2.43,SE,640.5,17.8,1.455,0.8116,0.0297,4.346,1.901,11.37,1.251,2.892,58.75,11.02,31.28,1.919,1.943,112.0,NA
576.0,45.697952,9.40619094,2020-11-16,279.0,,,0.3375,,89.97,32.16,,9.818,1.036,1.838,SE,0.002595,0.0,97990.0,5336000.0,75.06,84.89,91.86,1.554,3.132,SW,554.3,25.56,1.44,0.8376,0.0291,4.404,1.901,11.63,1.28,2.892,58.75,11.02,31.28,1.917,1.939,112.0,NA
576.0,45.697952,9.40619094,2020-11-17,279.0,,,0.2667,,87.0,36.07,,7.331,1.541,2.192,S,0.002366,0.0,98870.0,6728000.0,61.81,85.26,95.91,1.424,3.183,SE,475.4,13.6,1.426,0.863,0.02849,4.461,1.901,11.89,1.308,2.892,58.75,11.02,31.28,1.915,1.935,112.0,NA
576.0,45.697952,9.40619094,2020-11-18,279.0,50.0,36.0,0.4375,,135.3,42.92,,7.041,1.439,1.993,S,8.48e-07,0.0,99060.0,6935000.0,56.66,84.0,98.62,1.206,2.136,SW,309.1,16.45,1.412,0.8875,0.02787,4.516,1.901,12.14,1.337,2.892,58.75,11.02,31.28,1.913,1.932,112.0,NA
576.0,45.697952,9.40619094,2020-11-19,279.0,58.0,42.0,0.4917,,162.8,47.54,,7.287,1.327,2.495,S,0.0005619,0.0,98410.0,6657000.0,57.37,81.78,98.44,1.467,4.086,S,407.7,17.34,1.398,0.9109,0.02726,4.57,1.902,12.39,1.367,2.892,58.75,11.02,31.28,1.91,1.928,112.0,NA
576.0,45.697952,9.40619094,2020-11-20,279.0,34.0,24.0,0.2833,,112.7,45.23,,6.655,1.759,2.873,S,0.001432,0.0,98530.0,6980000.0,60.64,71.67,83.05,3.078,5.881,S,863.7,72.01,1.385,0.9331,0.02665,4.622,1.904,12.63,1.397,2.892,58.75,11.02,31.28,1.908,1.924,112.0,NA
576.0,45.697952,9.40619094,2020-11-21,279.0,25.0,16.0,0.1708,,54.8,31.17,,3.961,1.281,2.155,S,0.0006644,0.0,99370.0,5223000.0,64.22,78.13,89.61,1.66,3.502,S,590.3,24.18,1.372,0.9538,0.02604,4.671,1.906,12.87,1.427,2.892,58.84,11.01,31.28,1.906,1.92,112.0,NA
576.0,45.697952,9.40619094,2020-11-22,279.0,32.0,22.0,0.2042,,34.48,23.81,,3.284,1.13,1.822,S,0.0,0.0,99190.0,6637000.0,63.76,80.51,90.92,1.124,2.521,SE,381.5,14.89,1.359,0.9728,0.02544,4.716,1.908,13.09,1.458,2.892,58.84,11.01,31.28,1.904,1.917,112.0,NA
576.0,45.697952,9.40619094,2020-11-23,279.0,46.0,30.0,0.3792,,114.0,43.36,,3.87,1.13,1.721,S,0.0,0.0,98880.0,6508000.0,65.86,83.12,96.94,1.289,2.397,S,296.1,16.33,1.346,0.99,0.02485,4.759,1.911,13.31,1.489,2.892,58.84,11.01,31.28,1.901,1.913,112.0,NA
576.0,45.697952,9.40619094,2020-11-24,279.0,62.0,42.0,0.5,,127.4,49.48,,3.725,1.423,2.026,S,1.163e-05,0.0,98840.0,6583000.0,64.96,86.57,97.97,1.027,3.037,S,325.8,11.98,1.334,1.005,0.02427,4.797,1.915,13.51,1.52,2.892,58.84,11.01,31.28,1.899,1.909,112.0,NA
576.0,45.697952,9.40619094,2020-11-25,279.0,76.0,54.0,0.6417,,181.7,62.66,,3.564,1.374,1.902,S,2.261e-06,0.0,98560.0,6344000.0,57.65,85.04,98.71,1.021,2.426,S,303.0,13.75,1.322,1.018,0.02371,4.83,1.919,13.69,1.552,2.892,58.84,11.01,31.29,1.897,1.906,112.0,NA
576.0,45.697952,9.40619094,2020-11-26,279.0,88.0,62.0,0.7333,,195.7,63.45,,3.269,1.3,1.852,S,7.096e-07,0.0,98560.0,5989000.0,64.47,87.29,98.93,1.077,2.305,S,281.2,13.66,1.31,1.028,0.02316,4.859,1.925,13.87,1.584,2.892,58.84,11.01,31.29,1.895,1.902,112.0,NA
576.0,45.697952,9.40619094,2020-11-27,279.0,100.0,73.0,0.8417,,200.7,62.45,,4.017,1.11,1.793,S,0.0,0.0,98360.0,4257000.0,61.96,85.47,97.89,0.9869,2.404,SE,238.3,15.56,1.298,1.036,0.02264,4.883,1.931,14.02,1.617,2.892,58.84,11.01,31.29,1.893,1.898,112.0,NA
576.0,45.697952,9.40619094,2020-11-28,279.0,92.0,67.0,0.8,,132.9,47.45,,5.352,1.028,1.628,S,4.57e-06,1.0,97990.0,4701000.0,72.33,86.89,99.51,1.407,3.151,SE,376.6,20.07,1.287,1.041,0.02213,4.9,1.937,14.16,1.649,2.892,58.84,11.01,31.29,1.89,1.894,112.0,NA
576.0,45.697952,9.40619094,2020-11-29,279.0,55.0,44.0,0.5667,,42.27,27.51,,5.773,1.205,1.973,S,1.62e-05,0.0,97930.0,4461000.0,64.58,85.34,95.44,1.48,3.305,S,333.4,17.58,1.275,1.042,0.02166,4.912,1.945,14.28,1.682,2.892,58.84,11.01,31.29,1.888,1.891,112.0,NA
576.0,45.697952,9.40619094,2020-11-30,279.0,51.0,35.0,0.6,,106.0,38.9,,4.317,0.8781,1.536,SE,0.0002404,1.0,98410.0,4702000.0,76.42,89.32,97.93,1.331,2.335,E,405.4,16.29,1.264,1.041,0.02121,4.916,1.954,14.38,1.716,2.892,58.84,11.0,31.29,1.886,1.887,112.0,NA
576.0,45.697952,9.40619094,2020-12-01,279.0,57.0,41.0,0.6042,,97.92,40.24,,3.312,1.109,1.874,SE,0.002782,1.0,97750.0,3491000.0,76.54,91.75,98.91,1.525,2.935,E,578.7,17.65,1.253,1.036,0.02079,4.914,1.963,14.46,1.75,2.892,58.84,11.0,31.29,1.884,1.883,112.0,NA
576.0,45.697952,9.40619094,2020-12-02,279.0,32.0,24.0,0.5833,,116.8,41.66,,2.043,0.9144,1.43,W,0.008131,1.0,97230.0,1020000.0,89.91,95.97,99.25,1.647,3.811,SW,277.7,25.12,1.243,1.027,0.0204,4.905,1.974,14.52,1.784,2.892,58.84,11.0,31.29,1.882,1.88,112.0,NA
576.0,45.697952,9.40619094,2020-12-03,279.0,38.0,29.0,0.725,,130.8,42.08,,1.682,1.136,1.709,NE,0.000138,1.0,96830.0,4599000.0,77.97,91.04,97.28,1.741,3.071,E,436.5,14.85,1.232,1.015,0.02002,4.889,1.987,14.59,1.82,2.892,58.84,11.0,31.29,1.879,1.876,112.0,NA
576.0,45.697952,9.40619094,2020-12-04,279.0,20.0,14.0,0.5583,,73.2,37.52,,2.884,2.474,3.612,E,0.04543,1.0,95930.0,310500.0,92.46,95.19,98.39,4.621,6.901,E,494.2,140.6,1.223,1.001,0.01965,4.869,2.0,14.65,1.856,2.892,58.84,11.0,31.29,1.877,1.872,112.0,NA
576.0,45.697952,9.40619094,2020-12-05,279.0,23.0,16.0,0.6042,,76.8,39.55,,4.134,0.9953,1.755,S,0.02761,1.0,96050.0,725000.0,92.18,96.1,99.05,2.271,4.117,S,175.4,45.19,1.214,0.9832,0.0193,4.843,2.016,14.7,1.894,2.892,58.84,11.0,31.29,1.875,1.869,112.0,NA
576.0,45.697952,9.40619094,2020-12-06,279.0,24.0,19.0,0.825,,84.34,38.3,,4.644,0.8712,1.367,S,0.02236,1.0,95970.0,408000.0,92.32,95.83,98.14,1.75,3.193,SE,327.1,20.99,1.205,0.963,0.01896,4.812,2.032,14.76,1.933,2.892,58.84,11.0,31.29,1.873,1.865,112.0,NA
576.0,45.697952,9.40619094,2020-12-07,279.0,12.0,10.0,0.4958,,40.93,28.6,,2.881,1.873,3.288,SE,0.00974,1.0,96400.0,1695000.0,88.97,94.09,99.8,4.03,5.68,E,555.3,47.9,1.196,0.9403,0.01863,4.776,2.049,14.82,1.972,2.892,58.84,11.0,31.29,1.87,1.861,112.0,NA
576.0,45.697952,9.40619094,2020-12-08,279.0,16.0,13.0,0.5125,,38.08,26.26,,3.338,1.549,2.153,S,0.02109,1.0,96340.0,668100.0,88.22,91.48,94.88,3.109,5.117,S,282.9,41.31,1.188,0.9152,0.0183,4.736,2.068,14.87,2.012,2.892,58.84,11.0,31.29,1.868,1.857,112.0,NA
576.0,45.697952,9.40619094,2020-12-09,279.0,21.0,18.0,0.6125,,71.01,37.15,,3.845,1.301,1.937,S,0.005505,1.0,96390.0,933200.0,81.75,89.56,94.87,2.659,4.344,S,159.2,27.24,1.181,0.888,0.01799,4.692,2.088,14.92,2.054,2.892,58.93,11.0,31.29,1.866,1.854,112.0,NA
576.0,45.697952,9.40619094,2020-12-10,279.0,33.0,21.0,0.725,,132.4,40.63,,3.014,1.192,1.91,S,0.0001905,0.0,96700.0,3235000.0,63.98,83.14,93.87,1.423,2.98,S,306.4,17.29,1.173,0.8588,0.01769,4.644,2.108,14.97,2.095,2.892,58.93,10.99,31.29,1.864,1.85,112.0,NA
576.0,45.697952,9.40619094,2020-12-11,279.0,45.0,30.0,0.8208,,138.8,38.98,,2.379,0.9149,1.778,S,0.0006902,1.0,96680.0,2238000.0,70.25,84.47,97.71,1.427,3.546,SE,280.3,37.47,1.166,0.8277,0.01739,4.593,2.129,15.02,2.138,2.892,58.93,10.99,31.29,1.861,1.846,112.0,NA
576.0,45.697952,9.40619094,2020-12-12,279.0,55.0,40.0,0.8708,,124.2,38.92,,2.785,1.143,1.9,S,0.001284,1.0,96400.0,2328000.0,80.68,90.11,96.56,1.839,3.353,SW,161.9,25.11,1.16,0.795,0.0171,4.538,2.152,15.06,2.181,2.892,58.93,10.99,31.29,1.859,1.843,112.0,NA
576.0,45.697952,9.40619094,2020-12-13,279.0,52.0,41.0,0.8583,,91.83,35.62,,1.241,1.614,2.217,S,2.917e-06,0.0,97250.0,4192000.0,71.93,87.99,97.74,1.657,3.326,SW,168.8,25.32,1.153,0.7608,0.01682,4.481,2.175,15.11,2.224,2.892,58.93,10.99,31.29,1.857,1.839,112.0,NA
576.0,45.697952,9.40619094,2020-12-14,279.0,50.0,34.0,0.8583,,155.1,43.64,,1.802,1.424,2.192,S,2.583e-05,0.0,97960.0,4525000.0,58.99,82.37,95.3,1.406,2.723,SW,127.5,16.86,1.147,0.7252,0.01655,4.422,2.198,15.15,2.268,2.892,58.93,10.99,31.29,1.855,1.835,112.0,NA
576.0,45.697952,9.40619094,2020-12-15,279.0,71.0,47.0,0.9542,,219.0,50.7,,3.57,1.123,1.781,S,4.65e-05,0.0,98100.0,2287000.0,62.83,82.74,93.92,1.176,2.14,SW,105.4,19.82,1.141,0.6885,0.01628,4.36,2.222,15.2,2.313,2.892,58.93,10.99,31.29,1.853,1.831,112.0,NA
576.0,45.697952,9.40619094,2020-12-16,279.0,61.0,47.0,0.8125,,186.2,47.39,,5.607,0.7868,1.518,S,0.000658,0.0,98420.0,2169000.0,81.63,89.36,97.85,1.424,3.388,W,268.3,20.51,1.135,0.6508,0.01601,4.296,2.247,15.24,2.358,2.892,58.93,10.99,31.29,1.852,1.83,112.0,NA
576.0,45.697952,9.40619094,2020-12-17,279.0,80.0,55.0,0.8792,,184.8,44.0,,6.023,1.083,1.84,S,1.688e-06,1.0,98670.0,3476000.0,72.49,86.19,95.48,1.483,3.649,SW,210.3,14.02,1.129,0.6122,0.01575,4.231,2.271,15.28,2.403,2.892,58.93,10.99,31.29,1.851,1.828,112.0,NA
576.0,45.697952,9.40619094,2020-12-18,279.0,77.0,53.0,0.7792,,181.6,46.35,,4.712,1.139,1.82,S,4.272e-06,1.0,98870.0,2046000.0,67.33,84.31,98.43,1.096,2.344,SE,130.8,21.8,1.123,0.573,0.01549,4.165,2.297,15.32,2.448,2.892,58.93,10.99,31.29,1.85,1.826,112.0,NA
576.0,45.697952,9.40619094,2020-12-19,279.0,59.0,40.0,0.6875,,121.0,42.07,,5.818,0.9134,1.616,S,0.001189,1.0,98670.0,1278000.0,81.27,88.34,95.33,1.058,2.272,SE,89.3,22.01,1.117,0.5333,0.01523,4.097,2.322,15.36,2.493,2.892,58.93,10.99,31.29,1.849,1.824,112.0,NA
576.0,45.697952,9.40619094,2020-12-20,279.0,49.0,33.0,0.5917,,86.25,37.56,,7.201,0.4736,0.8042,W,0.004642,1.0,98600.0,767600.0,80.95,87.72,95.04,1.281,2.591,SW,223.7,32.18,1.112,0.4933,0.01497,4.029,2.348,15.4,2.539,2.892,58.93,10.99,31.29,1.848,1.822,112.0,NA
576.0,45.697952,9.40619094,2020-12-21,279.0,53.0,34.0,0.7208,,126.9,38.58,,6.403,0.7042,1.433,S,0.001342,1.0,98700.0,1547000.0,87.22,92.66,98.22,1.134,2.439,S,156.9,17.48,1.106,0.453,0.01472,3.961,2.373,15.44,2.584,2.892,58.93,10.99,31.29,1.847,1.82,112.0,NA
