IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
1264.0,46.1678524,9.87920992,2020-12-15,290.0,39.0,35.0,,,125.1,32.27,,-3.758,0.8561,1.129,SE,0.0004916,0.0,83550.0,1492000.0,54.61,65.78,78.93,1.391,2.4,E,16.43,10.79,0.2192,1.282,0.002723,1.864,0.6118,1.524,0.3652,0.527,5.27,0.887,6.641,4.002,1.239,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-16,290.0,28.0,24.0,,,88.65,24.77,,-2.332,0.5383,0.7949,SE,0.001678,5.0,83780.0,1351000.0,79.52,85.92,91.29,0.9685,2.132,N,124.6,10.63,0.2181,1.212,0.002678,1.791,0.6161,1.527,0.3661,0.527,5.27,0.8869,6.642,4.002,1.239,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-17,290.0,30.0,26.0,,,100.7,25.88,,-3.609,0.8524,1.053,S,1.287e-05,0.0,84050.0,2163000.0,62.57,78.83,93.57,1.507,3.122,SE,72.73,12.25,0.217,1.14,0.002634,1.716,0.6204,1.531,0.367,0.527,5.27,0.8868,6.643,4.001,1.239,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-18,290.0,37.0,29.0,,,131.1,30.25,,-4.325,0.8478,1.162,SE,7.548e-05,5.0,84210.0,1655000.0,57.44,73.69,91.63,0.9538,2.209,SE,59.66,10.92,0.2159,1.067,0.002591,1.64,0.6249,1.535,0.3679,0.527,5.317,0.8867,6.644,4.001,1.239,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-19,290.0,34.0,29.0,,,84.38,34.67,,-4.717,0.7667,0.9983,SE,0.000811,5.0,84040.0,1309000.0,78.37,86.85,93.25,0.8248,1.909,SE,47.34,12.2,0.2148,0.9932,0.002548,1.563,0.6294,1.538,0.3687,0.527,5.317,0.8866,6.646,4.001,1.238,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-20,290.0,43.0,37.0,,,59.38,25.5,,-2.017,0.5595,0.8073,SE,0.004171,1.0,83970.0,1056000.0,85.58,90.29,93.76,1.033,1.899,E,65.78,10.0,0.2137,0.9186,0.002505,1.485,0.6339,1.542,0.3696,0.527,5.317,0.8865,6.647,4.0,1.238,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-21,290.0,44.0,37.0,,,117.5,24.19,,-0.8856,0.4568,0.8519,S,0.001992,1.0,84050.0,1184000.0,80.85,89.92,95.88,0.7907,1.643,SE,91.8,10.85,0.2126,0.8437,0.002462,1.407,0.6384,1.545,0.3704,0.527,5.317,0.8864,6.648,4.0,1.238,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-22,290.0,39.0,36.0,,,112.7,20.21,,-0.6399,0.9146,1.21,S,3.272e-05,0.0,84040.0,2210000.0,72.2,82.52,94.8,1.561,2.165,S,53.06,11.25,0.2116,0.7688,0.002419,1.329,0.6429,1.549,0.3713,0.527,5.317,0.8863,6.649,4.0,1.237,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-23,290.0,49.0,41.0,,,132.1,23.74,,-1.354,0.6806,1.119,S,0.0005327,0.0,83900.0,2063000.0,67.91,78.27,92.49,0.8693,1.756,SW,33.03,10.16,0.2105,0.6942,0.002376,1.251,0.6474,1.553,0.3721,0.527,5.317,0.8862,6.65,4.0,1.237,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-24,290.0,39.0,36.0,,,91.44,19.98,,-1.075,0.4845,0.9945,S,0.005902,1.0,83030.0,757300.0,88.45,94.83,98.86,1.459,2.221,N,155.5,12.04,0.2094,0.6203,0.002333,1.174,0.6519,1.556,0.3729,0.527,5.317,0.8861,6.651,4.0,1.237,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-25,290.0,17.0,15.0,,,35.16,14.86,,-5.728,1.276,1.557,S,0.002876,5.0,82630.0,977300.0,68.23,79.28,93.72,3.435,4.719,S,1094.0,13.28,0.2083,0.5472,0.00229,1.098,0.6563,1.56,0.3738,0.527,5.317,0.886,6.652,3.999,1.237,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-26,290.0,21.0,21.0,,,35.84,21.83,,-8.48,1.2,1.427,S,1.616e-05,0.0,83230.0,2629000.0,48.31,60.26,68.18,3.362,4.317,S,388.0,29.06,0.2072,0.4754,0.002246,1.023,0.6607,1.563,0.3747,0.527,5.317,0.8859,6.652,3.999,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-27,290.0,23.0,23.0,,,39.02,28.01,,-11.35,0.7863,1.327,SE,0.001633,5.0,82310.0,2441000.0,40.88,54.57,64.89,1.093,2.398,N,48.46,9.656,0.206,0.4052,0.002201,0.9498,0.665,1.567,0.3756,0.527,5.317,0.8858,6.653,3.999,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-28,290.0,24.0,25.0,,,57.0,38.52,,-9.169,0.6974,0.9251,SE,0.02396,5.0,80630.0,497700.0,70.26,85.81,93.07,1.741,2.84,E,62.64,12.08,0.2049,0.3368,0.002156,0.8785,0.6693,1.571,0.3766,0.527,5.317,0.8857,6.654,3.999,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-29,290.0,44.0,41.0,,,106.0,47.45,,-8.439,0.6463,0.9122,SE,0.0005009,5.0,81400.0,1351000.0,75.56,83.18,94.26,1.567,2.208,NE,83.1,11.62,0.2036,0.2706,0.00211,0.8094,0.6734,1.575,0.3776,0.527,5.317,0.8856,6.654,3.998,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-30,290.0,40.0,37.0,,,94.38,44.13,,-10.34,1.012,1.245,S,3.347e-05,5.0,82040.0,2018000.0,58.65,72.2,82.96,1.741,2.958,SE,66.3,14.94,0.2024,0.2069,0.002063,0.7429,0.6774,1.578,0.3786,0.527,5.317,0.8856,6.655,3.998,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2020-12-31,290.0,37.0,37.0,,,79.56,49.82,,-13.9,1.066,1.467,SE,0.0003442,5.0,82440.0,1990000.0,52.07,68.21,86.61,1.215,2.704,SE,38.3,11.08,0.2011,0.1459,0.002015,0.6793,0.6813,1.582,0.3797,0.527,5.317,0.8855,6.656,3.998,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-01,290.0,61.0,57.0,,,58.4,42.0,,-8.995,0.8393,0.9351,SE,0.01118,5.0,82420.0,975800.0,67.32,78.14,86.75,1.99,3.134,E,77.06,11.54,,,,,,,,0.527,5.317,0.8854,6.656,3.998,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-02,290.0,62.0,61.0,,,88.21,40.15,,-6.993,0.9656,1.095,SE,0.007844,5.0,82310.0,1240000.0,71.74,77.89,83.64,2.451,3.433,SE,80.16,22.34,,,,,,,,0.527,5.317,0.8853,6.656,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-03,290.0,49.0,47.0,,,66.1,34.08,,-6.459,0.7159,0.9966,SE,0.01063,5.0,82420.0,1108000.0,73.42,79.64,84.99,1.682,2.459,E,148.2,11.71,,,,,,,,0.527,5.317,0.8852,6.657,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-04,290.0,37.0,35.0,,,88.2,36.59,,-9.297,0.8417,1.15,SE,0.0007438,5.0,82520.0,2038000.0,61.26,74.54,85.02,1.225,2.227,SE,82.26,11.05,,,,,,,,0.527,5.317,0.8851,6.657,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-05,290.0,43.0,39.0,,,88.29,44.17,,-9.352,0.915,1.103,SE,0.002993,5.0,82350.0,1785000.0,63.92,73.81,80.4,2.023,2.992,SE,90.77,12.0,,,,,,,,0.527,5.317,0.885,6.658,3.997,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-06,290.0,34.0,30.0,,,46.6,33.96,,-9.41,0.7706,1.091,S,0.002077,5.0,82400.0,1330000.0,66.25,75.27,81.49,1.601,2.163,S,107.7,13.58,,,,,,,,0.527,5.317,0.8849,6.658,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-07,290.0,,,,,69.69,38.95,,-14.37,1.065,1.397,S,7.015e-06,5.0,82720.0,2513000.0,51.91,71.05,86.48,1.603,2.824,SE,70.38,10.84,,,,,,,,0.527,5.317,0.8848,6.658,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-08,290.0,,,,,,,,-16.8,1.248,1.461,S,2.699e-06,0.0,82730.0,2548000.0,56.7,71.35,80.91,2.344,2.79,SE,73.15,13.25,,,,,,,,0.527,5.317,0.8847,6.659,3.996,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-09,290.0,,,,,,,,-17.08,1.193,1.467,S,3.418e-06,0.0,83030.0,2144000.0,47.57,59.79,79.23,1.528,2.355,SE,45.39,11.31,,,,,,,,0.527,5.317,0.8846,6.659,3.996,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-10,290.0,36.0,32.0,,,55.86,41.89,,-15.76,1.181,1.38,S,9.654e-07,0.0,83030.0,2816000.0,46.82,53.64,64.45,1.566,2.733,S,52.2,9.86,,,,,,,,0.527,5.317,0.8845,6.659,3.995,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-11,290.0,40.0,33.0,,,86.19,47.86,,-19.62,1.39,1.617,S,2.279e-06,0.0,83110.0,2840000.0,35.27,51.89,71.61,2.04,2.83,S,33.07,9.892,,,,,,,,0.527,5.317,0.8844,6.659,3.995,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-12,290.0,51.0,46.0,,,97.08,56.13,,-16.95,1.45,1.707,S,0.001127,5.0,82960.0,1803000.0,56.49,67.83,76.85,2.45,3.186,S,26.75,10.83,,,,,,,,0.527,5.317,0.8843,6.659,3.995,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-13,290.0,35.0,31.0,,,86.41,51.19,,-9.99,1.248,1.44,S,0.002207,5.0,83010.0,2657000.0,55.16,67.73,77.95,3.084,3.716,S,179.2,13.31,,,,,,,,0.527,5.317,0.8842,6.66,3.995,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-14,290.0,22.0,19.0,,,83.55,41.92,,-6.773,1.094,1.498,S,0.008764,5.0,82760.0,2150000.0,73.96,79.55,86.18,2.728,3.841,S,283.8,14.41,,,,,,,,0.527,5.317,0.8841,6.66,3.994,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-15,290.0,34.0,29.0,,,85.23,41.47,,-6.462,0.594,0.9886,S,0.003505,5.0,83020.0,1152000.0,73.12,82.94,91.12,1.557,2.865,S,269.7,12.55,,,,,,,,0.527,5.317,0.8839,6.66,3.994,1.23,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-16,290.0,28.0,23.0,,,54.26,36.86,,-10.73,1.084,1.402,S,3.344e-05,5.0,83280.0,2874000.0,47.65,61.47,84.73,2.805,3.656,S,196.3,21.92,,,,,,,,0.527,5.317,0.8838,6.66,3.994,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-17,290.0,34.0,31.0,,,39.9,32.83,,-8.552,1.032,1.268,S,0.0007903,5.0,82960.0,2462000.0,54.55,65.56,74.24,2.54,3.227,S,264.8,19.87,,,,,,,,0.527,5.317,0.8837,6.66,3.994,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-18,290.0,,,,,86.2,44.12,,-10.31,1.146,1.401,S,4.335e-05,0.0,83600.0,2813000.0,54.63,69.62,86.03,2.644,3.112,S,219.4,13.14,,,,,,,,0.527,5.365,0.8836,6.66,3.995,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-19,290.0,42.0,31.0,,,76.26,44.04,,-11.05,0.9636,1.281,S,5.478e-06,0.0,83630.0,2904000.0,49.12,59.64,67.67,1.178,2.634,W,48.31,10.13,,,,,,,,0.527,5.365,0.8835,6.66,3.995,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-20,290.0,48.0,41.0,,,77.02,47.39,,-8.149,0.6679,1.037,SE,0.002572,5.0,83350.0,2064000.0,58.72,70.94,91.2,1.2,2.34,SE,48.47,10.47,,,,,,,,0.527,5.365,0.8833,6.66,3.995,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-21,290.0,69.0,63.0,,,110.5,49.76,,-3.724,0.5161,0.7224,NE,0.01597,5.0,82900.0,1085000.0,87.26,93.71,97.8,2.088,2.509,NE,83.56,19.85,,,,,,,,0.527,5.365,0.8832,6.66,3.995,1.231,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-22,290.0,48.0,46.0,,,134.7,49.3,,-2.236,0.6428,0.9957,NE,0.02963,5.0,81960.0,1344000.0,87.65,94.78,97.53,2.054,2.835,E,151.3,21.57,,,,,,,,0.527,5.365,0.8831,6.66,3.995,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-23,290.0,25.0,23.0,,,67.67,41.15,,-4.154,0.8468,1.477,S,0.00984,5.0,81370.0,1942000.0,49.15,73.91,94.96,1.993,4.259,S,485.5,11.45,,,,,,,,0.527,5.365,0.8829,6.66,3.995,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-24,290.0,19.0,20.0,,,38.83,29.63,,-9.182,1.016,1.348,S,6.937e-05,0.0,81620.0,3157000.0,32.75,58.36,84.15,2.243,3.056,S,1840.0,11.36,,,,,,,,0.527,5.365,0.8828,6.66,3.995,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-25,290.0,25.0,22.0,,,62.63,39.32,,-11.19,1.054,1.33,S,0.001269,5.0,81870.0,2889000.0,44.17,56.52,70.87,2.228,3.348,S,303.0,11.83,,,,,,,,0.527,5.365,0.8826,6.66,3.996,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-26,290.0,26.0,25.0,,,69.48,40.29,,-12.89,1.256,1.47,S,3.601e-05,0.0,82990.0,3215000.0,47.69,63.33,81.21,3.314,3.767,S,937.1,16.64,,,,,,,,0.527,5.365,0.8825,6.66,3.996,1.232,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-27,290.0,43.0,40.0,,,85.96,47.74,,-12.85,1.123,1.459,S,0.004652,5.0,83040.0,1707000.0,56.89,69.71,76.67,2.515,3.533,S,59.83,20.01,,,,,,,,0.527,5.365,0.8824,6.66,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-28,290.0,34.0,30.0,,,76.33,38.58,,-7.427,1.12,1.46,S,0.004634,5.0,82840.0,1666000.0,71.04,75.37,84.53,2.164,3.48,S,35.4,10.35,,,,,,,,0.527,5.365,0.8822,6.66,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-29,290.0,33.0,27.0,,,92.35,35.85,,-5.397,1.038,1.417,S,0.005917,5.0,82340.0,2141000.0,67.4,76.15,89.4,1.938,2.889,S,129.9,10.51,,,,,,,,0.527,5.365,0.8821,6.66,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-30,290.0,31.0,28.0,,,70.03,40.3,,-4.849,0.9154,1.498,S,0.003926,5.0,82000.0,2579000.0,55.38,74.33,88.34,1.809,3.313,S,61.6,12.11,,,,,,,,0.527,5.365,0.8819,6.659,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-01-31,290.0,21.0,20.0,,,39.46,24.92,,-2.565,0.7704,1.16,S,0.001139,5.0,81640.0,2980000.0,55.92,77.13,89.7,1.893,3.051,S,365.1,9.527,,,,,,,,0.527,5.365,0.8818,6.659,3.996,1.233,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-01,290.0,36.0,32.0,,,79.77,30.75,,-4.055,0.5964,1.119,S,0.001811,5.0,81790.0,1908000.0,82.35,89.2,97.65,1.173,2.26,NW,265.5,11.3,,,,,,,,0.527,5.365,0.8816,6.659,3.996,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-02,290.0,30.0,25.0,,,69.7,27.73,,-3.352,0.7886,1.208,S,0.0001429,0.0,82770.0,2421000.0,62.93,81.2,92.5,1.154,2.247,S,175.1,10.78,,,,,,,,0.527,5.365,0.8815,6.659,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-03,290.0,,,,,,,,-2.601,0.4883,1.029,N,0.003968,1.0,83000.0,1217000.0,80.52,89.79,96.69,1.252,2.013,N,84.88,10.7,,,,,,,,0.527,5.365,0.8813,6.659,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-04,290.0,37.0,32.0,,,75.58,29.59,,-0.6173,0.6193,1.149,S,0.0001609,5.0,83340.0,3277000.0,55.13,78.66,95.85,1.094,1.935,S,228.8,10.91,,,,,,,,0.527,5.365,0.8812,6.658,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-05,290.0,25.0,22.0,,,67.12,25.54,,-0.0008532,0.5094,0.7814,SE,0.0003485,5.0,83380.0,2576000.0,75.22,84.22,97.09,0.7918,1.558,N,238.1,10.82,,,,,,,,0.527,5.365,0.881,6.658,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-06,290.0,39.0,32.0,,,68.45,28.83,,-0.7389,0.5981,0.8837,SE,0.002374,8.0,82990.0,3031000.0,73.16,87.75,95.53,1.278,2.499,NE,238.1,10.48,,,,,,,,0.527,5.365,0.8808,6.658,3.997,1.234,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-07,290.0,22.0,19.0,,,36.84,25.19,,-0.9901,0.5137,0.78,E,0.03506,5.0,81760.0,708400.0,91.26,95.41,97.16,1.837,2.816,E,196.3,38.78,,,,,,,,0.5749,5.365,0.8807,6.658,3.997,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-08,290.0,12.0,12.0,,,34.66,24.05,,-2.961,0.6647,0.9904,S,0.004128,0.0,81330.0,3866000.0,46.4,70.14,95.26,1.678,2.941,S,653.0,11.21,,,,,,,,0.5749,5.365,0.8805,6.657,3.997,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-09,290.0,19.0,17.0,,,48.71,27.69,,-3.905,0.5946,0.8622,SE,0.0006601,5.0,81760.0,2738000.0,70.58,80.67,95.82,1.026,2.145,SE,399.9,11.17,,,,,,,,0.5749,5.365,0.8804,6.657,3.998,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-10,290.0,16.0,17.0,,,39.26,24.68,,-2.921,0.7787,1.127,S,0.01067,5.0,81790.0,1677000.0,72.37,83.82,94.24,2.069,2.876,S,240.0,13.76,,,,,,,,0.5749,5.365,0.8802,6.657,3.998,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-11,290.0,19.0,17.0,,,55.43,27.75,,-6.266,1.101,1.488,S,8.197e-05,5.0,82860.0,4235000.0,37.4,60.57,77.6,2.866,4.01,S,458.5,18.88,,,,,,,,0.5749,5.365,0.88,6.656,3.998,1.235,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-12,290.0,,,,,,,,-8.126,0.4666,1.0,NW,0.0009684,5.0,83400.0,2545000.0,59.59,75.2,90.87,0.8501,1.524,NW,327.2,25.29,,,,,,,,0.5749,5.365,0.8799,6.656,3.998,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-13,290.0,23.0,24.0,,,21.59,19.1,,-9.519,0.4652,0.9982,NW,0.001765,5.0,83720.0,2766000.0,70.37,80.96,89.45,1.008,1.81,NW,662.5,13.15,,,,,,,,0.5749,5.365,0.8797,6.656,3.998,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-14,290.0,14.0,12.0,,,20.15,17.96,,-11.32,0.7132,1.141,S,0.0001004,0.0,84510.0,4592000.0,25.99,52.07,80.15,1.289,2.033,SE,596.3,11.2,,,,,,,,0.5749,5.365,0.8795,6.655,3.998,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-15,290.0,28.0,15.0,,,56.33,31.04,,-9.48,0.8129,1.168,S,0.0001721,0.0,84520.0,4355000.0,26.47,42.39,61.72,1.352,2.596,SW,187.9,10.23,,,,,,,,0.5749,5.365,0.8794,6.655,3.998,1.236,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-16,290.0,33.0,22.0,,,55.62,34.58,,-4.346,0.8403,1.311,S,3.875e-05,0.0,83960.0,4130000.0,58.87,73.38,95.29,1.425,2.425,S,136.6,10.27,,,,,,,,0.5749,5.365,0.8792,6.654,4.0,1.239,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-17,290.0,31.0,21.0,,,44.94,31.8,,-4.404,0.9966,1.425,S,0.0001585,0.0,83690.0,4779000.0,45.89,70.55,92.54,1.638,2.613,S,391.9,11.1,,,,,,,,0.5749,5.365,0.879,6.654,4.003,1.241,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-18,290.0,26.0,22.0,,,48.79,31.53,,-3.143,0.6405,0.9912,S,9.461e-05,0.0,83780.0,4288000.0,44.23,61.22,78.54,0.8451,1.595,W,342.8,10.77,,,,,,,,0.5749,5.365,0.8788,6.653,4.005,1.244,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-19,290.0,32.0,25.0,,,42.62,29.5,,-2.035,0.6042,0.8353,S,5.811e-05,5.0,83870.0,4254000.0,64.75,80.73,98.59,0.9126,1.687,S,424.1,10.48,,,,,,,,0.5749,5.365,0.8787,6.653,4.007,1.247,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-20,290.0,26.0,15.0,,,34.41,25.32,,-2.224,0.6654,0.9974,S,2.899e-05,5.0,84040.0,4138000.0,68.98,86.7,97.54,0.8818,1.886,S,279.2,11.3,,,,,,,,0.5749,5.365,0.8785,6.653,4.009,1.249,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-21,290.0,24.0,20.0,,,25.16,20.9,,-1.684,0.6628,1.024,SE,1.782e-06,0.0,84160.0,5132000.0,54.6,77.09,94.88,0.9002,1.97,N,287.9,10.22,,,,,,,,0.5749,5.365,0.8783,6.652,4.011,1.252,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-22,290.0,43.0,33.0,,,40.27,27.69,,-0.6413,0.755,1.113,SE,3.909e-06,0.0,84550.0,5264000.0,46.81,67.69,79.12,1.081,1.994,S,381.5,11.35,,,,,,,,0.5749,5.365,0.8782,6.652,4.013,1.255,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-23,290.0,69.0,35.0,,,50.43,28.53,,1.552,0.8602,1.199,S,0.0,0.0,85130.0,5575000.0,45.66,63.62,76.78,1.024,2.05,SE,161.1,10.93,,,,,,,,0.5749,5.365,0.878,6.651,4.016,1.258,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-24,290.0,114.0,51.0,,,46.21,27.19,,1.677,0.8941,1.243,SE,1.117e-06,0.0,85230.0,5906000.0,44.03,65.75,74.52,1.122,1.999,SE,169.0,11.52,,,,,,,,0.5749,5.365,0.8778,6.651,4.018,1.26,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-25,290.0,84.0,40.0,,,43.05,26.5,,1.442,0.8961,1.244,SE,0.0,0.0,84940.0,6218000.0,31.72,54.97,66.27,0.7784,1.323,SE,145.4,11.1,,,,,,,,0.5749,5.365,0.8776,6.65,4.02,1.263,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-26,290.0,51.0,30.0,,,46.22,29.45,,1.613,0.9219,1.271,S,1.117e-06,0.0,84520.0,6324000.0,28.7,52.54,66.76,1.214,2.036,SE,220.5,11.18,,,,,,,,0.5749,5.365,0.8775,6.65,4.022,1.266,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-27,290.0,41.0,24.0,,,34.69,24.82,,0.6931,0.8342,1.363,S,0.0002426,0.0,84320.0,5788000.0,51.48,72.08,86.86,1.779,3.155,SE,752.2,11.32,,,,,,,,0.5749,5.365,0.8773,6.649,4.024,1.268,112.0,NA
1264.0,46.1678524,9.87920992,2021-02-28,290.0,37.0,22.0,,,22.12,18.78,,-1.169,0.5576,0.9544,S,0.0005543,1.0,84540.0,4581000.0,68.05,84.31,98.32,0.6462,1.481,SE,433.7,10.89,,,,,,,,0.5749,5.365,0.8771,6.648,4.026,1.271,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-01,290.0,25.0,19.0,,,34.52,26.11,,-0.9433,0.7783,1.139,S,3.171e-07,0.0,84550.0,7179000.0,27.8,55.69,84.89,0.9712,1.777,SE,413.2,10.62,,,,,,,,0.5749,5.365,0.8769,6.648,4.029,1.274,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-02,290.0,24.0,17.0,,,36.85,28.42,,-0.252,0.7524,1.133,S,-1.735e-18,0.0,84790.0,7340000.0,25.18,47.55,62.59,0.674,1.611,SW,355.7,10.78,,,,,,,,0.5749,5.413,0.8767,6.647,4.031,1.276,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-03,290.0,31.0,23.0,,,53.92,36.53,,0.02833,0.7841,1.214,S,-1.735e-18,0.0,84590.0,7521000.0,20.64,47.3,61.8,0.8597,1.623,S,360.4,10.52,,,,,,,,0.5749,5.413,0.8766,6.647,4.033,1.279,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-04,290.0,37.0,31.0,,,47.15,34.22,,-0.8136,0.6916,1.081,S,9.825e-06,0.0,83760.0,6753000.0,33.15,57.13,78.17,1.103,1.915,NW,630.5,10.97,,,,,,,,0.5749,5.413,0.8764,6.646,4.035,1.282,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-05,290.0,31.0,26.0,,,35.27,27.57,,-0.4138,0.7097,1.004,S,0.0002396,0.0,83350.0,7498000.0,44.0,67.73,87.82,1.725,2.441,S,1209.0,16.89,,,,,,,,0.5749,5.413,0.8762,6.646,4.037,1.284,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-06,290.0,16.0,14.0,,,28.69,20.54,,-3.034,0.6628,1.192,NW,0.001451,5.0,84000.0,3988000.0,70.6,82.11,94.25,1.112,1.841,SE,522.3,13.91,,,,,,,,0.5749,5.413,0.876,6.645,4.039,1.287,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-07,290.0,22.0,18.0,,,18.09,15.4,,-2.58,0.5632,0.9337,S,7.733e-05,5.0,83690.0,5834000.0,64.86,84.18,94.99,1.14,1.813,S,776.7,10.73,,,,,,,,0.5749,5.413,0.8759,6.644,4.041,1.29,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-08,290.0,30.0,25.0,,,32.67,24.58,,-2.672,0.6016,0.9956,S,8.508e-05,5.0,83200.0,7412000.0,55.28,76.79,94.74,1.111,1.901,S,1220.0,10.2,,,,,,,,0.5749,5.413,0.8757,6.644,4.044,1.292,112.0,NA
1264.0,46.1678524,9.87920992,2021-03-09,290.0,40.0,34.0,,,29.61,23.26,,-2.824,0.6016,0.8399,S,0.003663,5.0,83040.0,6202000.0,67.96,81.73,92.64,1.326,2.326,S,1107.0,20.67,,,,,,,,0.5749,5.413,0.8755,6.643,4.046,1.295,112.0,NA
